brand name,dosage form,generic,strength,manufacturer
Imanix,Tablet,Imatinib Mesylate,400 mg,Beacon Pharmaceuticals Ltd.
Imanix,Tablet,Imatinib Mesylate,100 mg,Beacon Pharmaceuticals Ltd.
Imaceva,Tablet,Imatinib Mesylate,400 mg,Square Pharmaceuticals Ltd.
Imaceva,Tablet,Imatinib Mesylate,100 mg,Square Pharmaceuticals Ltd.
Imacent,Tablet,Imatinib Mesylate,100 mg,Incepta Pharmaceuticals Ltd.
Imacent,Tablet,Imatinib Mesylate,400 mg,Incepta Pharmaceuticals Ltd.
Imacef,IV Injection,Ceftriaxone Sodium,250 mg/vial,General Pharmaceuticals Ltd.
Imacef,IV Injection,Ceftriaxone Sodium,2 gm/vial,General Pharmaceuticals Ltd.
Imacef,IV Injection,Ceftriaxone Sodium,1 gm/vial,General Pharmaceuticals Ltd.
Imacef,IM Injection,Ceftriaxone Sodium,250 mg/vial,General Pharmaceuticals Ltd.
Imigra,Capsule,Flunarizine,5 mg,Navana Pharmaceuticals Ltd.
Imiclara,Cream,Imiquimod,5%,UniMed UniHealth
Imet SR,Capsule (Sustained Release),Indomethacin (Oral),75 mg,Pacific Pharmaceuticals Ltd.
Imet,Capsule,Indomethacin (Oral),25 mg,Pacific Pharmaceuticals Ltd.
Imecta,Tablet,Ivermectin (Tablet),6 mg,Beacon Pharmaceuticals Ltd.
Imec,Tablet,Ivermectin (Tablet),6 mg,Popular Pharmaceuticals Ltd.
Imbac,IV Injection,Imipenem + Cilastatin,(500 mg+500 mg)/vial,Popular Pharmaceuticals Ltd.
Imacef,IM Injection,Ceftriaxone Sodium,500 mg/vial,General Pharmaceuticals Ltd.
Imacef,IM Injection,Ceftriaxone Sodium,1 gm/vial,General Pharmaceuticals Ltd.
Iluca,Powder for Suspension,Fluconazole,50 mg/5 ml,Ibn Sina Pharmaceuticals Ltd.
Iluca,Capsule,Fluconazole,150 mg,Ibn Sina Pharmaceuticals Ltd.
Iluca,Capsule,Fluconazole,50 mg,Ibn Sina Pharmaceuticals Ltd.
Ilozin,Powder for Suspension,Azithromycin Dihydrate,200 mg/5 ml,Doctor’s Chemical Works Ltd.
Ilozin,Tablet,Azithromycin Dihydrate,500 mg,Doctor’s Chemical Works Ltd.
Imunofen,Syrup,Ketotifen Fumarate (Oral),1 mg/5 ml,Kumudini Pharma Ltd.
Imucort,Tablet,Deflazacort,6 mg,Ziska Pharmaceuticals Ltd.
Imucort,Tablet,Deflazacort,24 mg,Ziska Pharmaceuticals Ltd.
Imucort,Oral Suspension,Deflazacort,6 mg/5 ml,Ziska Pharmaceuticals Ltd.
Improcal,Capsule,Calcitriol,0.25 mcg,Opsonin Pharma Ltd.
Impreja,Tablet,Dapoxetine Hydrochloride,30 mg,UniMed UniHealth
Impedox,Capsule,Doxycycline Hydrochloride,100 mg,ACI Limited
Imped Plus,Tablet,Amlodipine Besilate + Atenolol,5 mg+50 mg,Rephco Pharmaceuticals Ltd.
Imped Plus,Tablet,Amlodipine Besilate + Atenolol,5 mg+25 mg,Rephco Pharmaceuticals Ltd.
Imped,Tablet,Amlodipine Besilate,5 mg,Rephco Pharmaceuticals Ltd.
Imovane,Tablet,Zopiclone,7.5 mg,Synovia pharma plc
Imotil,Capsule,Loperamide Hydrochloride,2 mg,Square Pharmaceuticals Ltd.
Imojev,SC Injection,Encephalitis Vaccine,0.5 ml/vial,Synovia pharma plc
Imnoc,Tablet,Imipramine Hydrochloride,25 mg,UniMed UniHealth
IMMUNOHBs,Injection,Hepatitis b immune globulin,180 IU/ml,ZAS Corporation
Immense,Tablet,Sildenafil Citrate,50 mg,Biopharma Laboratories Ltd.
Inarom,Ophthalmic Solution,Bromfenac Sodium,0.09%,Navana Pharmaceuticals Ltd.
Imuzin-B,Tablet,Vitamin B Complex + Zinc,,Beacon Pharmaceuticals Ltd.
Imuzin-B,Syrup,Vitamin B Complex + Zinc,,Beacon Pharmaceuticals Ltd.
Imuran,Tablet,Azathioprine,50 mg,GlaxoSmithKline
Imitab,Tablet,Imatinib Mesylate,100 mg,Eskayef Pharmaceuticals Ltd.
Imitab,Tablet,Imatinib Mesylate,400 mg,Eskayef Pharmaceuticals Ltd.
Imiro,IV Injection,Iohexol,350 mg/ml,Popular Pharmaceuticals Ltd.
Imipen,IV Injection,Imipenem + Cilastatin,(500 mg+500 mg)/vial,Techno Drugs Ltd.
Iminod,Cream,Imiquimod,5%,Ziska Pharmaceuticals Ltd.
Iminem,IV Injection,Imipenem + Cilastatin,(250 mg+250 mg)/vial,ACI Limited
Iminem,IV Injection,Imipenem + Cilastatin,(500 mg+500 mg)/vial,ACI Limited
Imigra,Tablet,Flunarizine,10 mg,Navana Pharmaceuticals Ltd.
Imigra,Tablet,Flunarizine,5 mg,Navana Pharmaceuticals Ltd.
Indever,Tablet,Propranolol Hydrochloride,10 mg,ACI Limited
Indever,Tablet,Propranolol Hydrochloride,40 mg,ACI Limited
Indelix SR,Tablet (Sustained Release),Indapamide,1.5 mg,Beximco Pharmaceuticals Ltd.
Indarol Easycap,Inhalation Capsule,Indacaterol Maleate,150 mcg,Healthcare Pharmaceuticals Ltd.
Indarol Easycap,Inhalation Capsule,Indacaterol Maleate,300 mcg,Healthcare Pharmaceuticals Ltd.
Indapril,Tablet,Indapamide + Perindopril Arginine,0.625 mg+2 mg,Incepta Pharmaceuticals Ltd.
Indapril,Tablet,Indapamide + Perindopril Arginine,1.25 mg+4 mg,Incepta Pharmaceuticals Ltd.
Indapa-SR,Tablet (Sustained Release),Indapamide,1.5 mg,Drug International Ltd.
Indapa-Plus,Tablet,Indapamide + Perindopril Arginine,1.25 mg+2 mg,Drug International Ltd.
Indapa-Plus,Tablet,Indapamide + Perindopril Arginine,1.25 mg+4 mg,Drug International Ltd.
Indamid SR,Tablet (Sustained Release),Indapamide,1.5 mg,Sharif Pharmaceuticals Ltd.
Indag-Met,Tablet,Vildagliptin + Metformin Hydrochloride,50 mg+850 mg,Pharmasia Limited
Indag-Met,Tablet,Vildagliptin + Metformin Hydrochloride,50 mg+500 mg,Pharmasia Limited
Incrit-M,Tablet,Sitagliptin + Metformin Hydrochloride,50 mg+1000 mg,Synovia pharma plc
Incrit-M,Tablet,Sitagliptin + Metformin Hydrochloride,50 mg+500 mg,Synovia pharma plc
Incrit,Tablet,Sitagliptin,50 mg,Synovia pharma plc
Indoflam,Oral Suspension,Ibuprofen,100 mg/5 ml,Indo Bangla Pharmaceutical
Indocef,Powder for Suspension,Cephradine,125 mg/5 ml,Indo Bangla Pharmaceutical
Indocal,Tablet,Calcium Carbonate,500 mg,Indo Bangla Pharmaceutical
Indo-A,Suppository,Indomethacin (Rectal),100 mg,ACME Laboratories Ltd.
Indimide SR,Tablet (Sustained Release),Indapamide,1.5 mg,Healthcare Pharmaceuticals Ltd.
Indicontin,Tablet (Sustained Release),Indapamide,1.5 mg,Mundipharma (BD) Pvt. Ltd.
Indica-G,Inhalation Capsule,Indacaterol + Glycopyrronium,110 mcg+50 mcg,ACME Laboratories Ltd.
Incrit,Tablet,Sitagliptin,100 mg,Synovia pharma plc
Inco SR,Tablet (Sustained Release),Indapamide,1.5 mg,Innovative Pharma (Albion)
Inclox,Capsule,Flucloxacillin Sodium,500 mg,Incepta Pharmaceuticals Ltd.
Inclox,Capsule,Flucloxacillin Sodium,250 mg,Incepta Pharmaceuticals Ltd.
Inclaud,Tablet,Cilostazol,100 mg,ACI Limited
Inbuten,Powder for Suspension,Ceftibuten Dihydrate,90 mg/5 ml,Radiant Pharmaceuticals Ltd.
Inbuten,Capsule,Ceftibuten Dihydrate,400 mg,Radiant Pharmaceuticals Ltd.
Indula,Tablet,Misoprostol,200 mcg,Renata Limited
Inducin,IM/IV Injection,Oxytocin,10 IU/ml,Incepta Pharmaceuticals Ltd.
Indozith,Capsule,Azithromycin Dihydrate,250 mg,Indo Bangla Pharmaceutical
Indozith,Tablet,Azithromycin Dihydrate,500 mg,Indo Bangla Pharmaceutical
Indozith,Capsule,Azithromycin Dihydrate,500 mg,Indo Bangla Pharmaceutical
Indoxyl,Capsule,Indomethacin (Oral),25 mg,Jayson Pharmaceuticals Ltd.
Indox,Capsule,Doxycycline Hydrochloride,100 mg,Indo Bangla Pharmaceutical
Indotetra,Capsule,Tetracycline Hydrochloride (Oral),500 mg,Indo Bangla Pharmaceutical
Indotetra,Capsule,Tetracycline Hydrochloride (Oral),250 mg,Indo Bangla Pharmaceutical
Indoseem,Capsule,Indomethacin (Oral),25 mg,Seema Pharmaceuticals Ltd.
Indorex,Capsule,Indomethacin (Oral),25 mg,Medimet Pharmaceuticals Ltd.
Indoprox,Tablet,Naproxen Sodium,500 mg,Indo Bangla Pharmaceutical
Indoprox,Tablet,Naproxen Sodium,250 mg,Indo Bangla Pharmaceutical
Indoplex B,Tablet,Vitamin B complex,,Indo Bangla Pharmaceutical
Indoplex,Syrup,Vitamin B complex,,Indo Bangla Pharmaceutical
Indophyllin,Tablet,Aminophylline,100 mg,Indo Bangla Pharmaceutical
Infecef,IM Injection,Ceftriaxone Sodium,1 gm/vial,Alco Pharma Ltd.
Infecef,IM Injection,Ceftriaxone Sodium,500 mg/vial,Alco Pharma Ltd.
Infecef,IV Injection,Ceftriaxone Sodium,2 gm/vial,Alco Pharma Ltd.
Infanil,Tablet,Cefuroxime Axetil,250 mg,Novelta Bestway Pharma Ltd.
Infanil,Tablet,Cefuroxime Axetil,500 mg,Novelta Bestway Pharma Ltd.
Infanil,Powder for Suspension,Cefuroxime Axetil,125 mg/5 ml,Novelta Bestway Pharma Ltd.
Infa-3,Capsule,Cefixime Trihydrate,400 mg,Novelta Bestway Pharma Ltd.
Infa-3,Powder for Suspension,Cefixime Trihydrate,100 mg/5 ml,Novelta Bestway Pharma Ltd.
Infa-3,Capsule,Cefixime Trihydrate,200 mg,Novelta Bestway Pharma Ltd.
Indomin,Capsule,Indomethacin (Oral),25 mg,Reliance Pharmaceuticals Ltd.
Indomethacin,Capsule,Indomethacin (Oral),25 mg,Bristol Pharmaceuticals Ltd.
Indomet SR,Capsule (Sustained Release),Indomethacin (Oral),75 mg,Opsonin Pharma Ltd.
Indomet,Capsule,Indomethacin (Oral),25 mg,Opsonin Pharma Ltd.
Indomet,Suppository,Indomethacin (Rectal),100 mg,Opsonin Pharma Ltd.
Informet,Tablet,Metformin Hydrochloride,500 mg,Beximco Pharmaceuticals Ltd.
Informet,Tablet,Metformin Hydrochloride,850 mg,Beximco Pharmaceuticals Ltd.
Info-850,Tablet,Metformin Hydrochloride,850 mg,Bristol Pharmaceuticals Ltd.
Info-500,Tablet,Metformin Hydrochloride,500 mg,Bristol Pharmaceuticals Ltd.
Influvax Tetra,IM Injection,Inactivated Influenza Vaccine,0.5 ml/prefilled syringe,Incepta Pharmaceuticals Ltd.
Influ,Syrup,Amantadine Hydrochloride,50 mg/5 ml,Peoples Pharma Ltd.
Influ,Capsule,Amantadine Hydrochloride,100 mg,Peoples Pharma Ltd.
Inflect,Tablet (Delayed Release),Naproxen Sodium + Esomeprazole Magnesium,375 mg+20 mg,Kemiko Pharmaceuticals Ltd.
Inflect,Tablet (Delayed Release),Naproxen Sodium + Esomeprazole Magnesium,500 mg+20 mg,Kemiko Pharmaceuticals Ltd.
Inflavis,Ophthalmic Solution,Dexamethasone (Ophthalmic),0.10%,Beximco Pharmaceuticals Ltd.
Inflam-D,Tablet,Dexibuprofen,200 mg,Synovia pharma plc
Inflam-D,Tablet,Dexibuprofen,300 mg,Synovia pharma plc
Inflam-D,Tablet,Dexibuprofen,400 mg,Synovia pharma plc
Inflam,Tablet,Ibuprofen,200 mg,Synovia pharma plc
Inflam,Oral Suspension,Ibuprofen,100 mg/5 ml,Synovia pharma plc
Inflam,Tablet,Ibuprofen,400 mg,Synovia pharma plc
Infud,Tablet,Terbinafine Hydrochloride,250 mg,General Pharmaceuticals Ltd.
Infovir,Tablet,Adefovir Dipivoxil,10 mg,Incepta Pharmaceuticals Ltd.
Informet XR,Tablet (Extended Release),Metformin Hydrochloride,500 mg,Beximco Pharmaceuticals Ltd.
Informet XR,Tablet (Extended Release),Metformin Hydrochloride,750 mg,Beximco Pharmaceuticals Ltd.
Informet LA,Long Acting Tablet,Metformin Hydrochloride,750 mg,Beximco Pharmaceuticals Ltd.
Informet LA,Long Acting Tablet,Metformin Hydrochloride,500 mg,Beximco Pharmaceuticals Ltd.
Informet LA,Long Acting Tablet,Metformin Hydrochloride,1000 mg,Beximco Pharmaceuticals Ltd.
Inflagic,Tablet,Prednisolone,20 mg,Square Pharmaceuticals Ltd.
Inflagen,Ophthalmic Suspension,Fluorometholone + Gentamicin,0.1%+0.3%,Asiatic Laboratories Ltd.
Infladex-TN,Ophthalmic Solution,Dexamethasone + Tobramycin,0.1%+0.3%,Biopharma Laboratories Ltd.
Infladex,Ophthalmic Solution,Dexamethasone (Ophthalmic),0.10%,Biopharma Laboratories Ltd.
Inflacin,Capsule,Indomethacin (Oral),25 mg,Rephco Pharmaceuticals Ltd.
Infecef,IM Injection,Ceftriaxone Sodium,250 mg/vial,Alco Pharma Ltd.
Inomet,Ophthalmic Suspension,Fluorometholone Acetate,0.10%,Monicopharma Ltd.
Inolac,Oral Solution,Lactulose,3.35 gm/5 ml,Incepta Pharmaceuticals Ltd.
Inofar,IV Injection or Infusion,Iron Sucrose Injection [Elemental Iron],100 mg/5 ml,Aristopharma Ltd.
Innocan,Capsule,Fluconazole,50 mg,Pharmacil Limited
Innocan,Capsule,Fluconazole,150 mg,Pharmacil Limited
Inket,Tablet,Ketorolac Tromethamine,10 mg,Indo Bangla Pharmaceutical
Injefer,IV Injection or Infusion,Ferric Carboxymaltose,1 gm/20 ml,Opsonin Pharma Ltd.
Injefer,IV Injection or Infusion,Ferric Carboxymaltose,100 mg/2 ml,Opsonin Pharma Ltd.
Injefer,IV Injection or Infusion,Ferric Carboxymaltose,500 mg/10 ml,Opsonin Pharma Ltd.
Inj. K MM,Injection,Phytomenadione (Injection),2 mg/0.2 ml,Incepta Pharmaceuticals Ltd.
Inj. K MM,Injection,Phytomenadione (Injection),10 mg/ml,Incepta Pharmaceuticals Ltd.
Initer,IV/SC Injection,Erythropoietin Alfa,10000 IU,Healthcare Pharmaceuticals Ltd.
Initer,IV/SC Injection,Erythropoietin Alfa,5000 IU,Healthcare Pharmaceuticals Ltd.
Initer,IV/SC Injection,Erythropoietin Alfa,3000 IU,Healthcare Pharmaceuticals Ltd.
Initer,IV/SC Injection,Erythropoietin Alfa,2000 IU,Healthcare Pharmaceuticals Ltd.
Inhibita,Capsule (Delayed Release),Omeprazole,40 mg,Delta Pharma Ltd.
Inoxon,IM Injection,Ceftriaxone Sodium,250 mg/vial,Rephco Pharmaceuticals Ltd.
Inoxon,IV Injection,Ceftriaxone Sodium,2 gm/vial,Rephco Pharmaceuticals Ltd.
Inoxon,IV Injection,Ceftriaxone Sodium,250 mg/vial,Rephco Pharmaceuticals Ltd.
Inoten,Tablet,Tenoxicam,20 mg,Opsonin Pharma Ltd.
Inospiron,Tablet,Spironolactone,25 mg,Incepta Pharmaceuticals Ltd.
Inospiron,Tablet,Spironolactone,100 mg,Incepta Pharmaceuticals Ltd.
Inophos,Tablet,Sevelamer Hydrochloride,400 mg,Incepta Pharmaceuticals Ltd.
Inhibita,Capsule (Delayed Release),Omeprazole,20 mg,Delta Pharma Ltd.
Ingovax ACWY,SC Injection,Meningococcal Polysaccharide Vaccine,50 mcg/0.5 ml,Incepta Pharmaceuticals Ltd.
Infusol Plus,IV Infusion,Sodium Chloride + Dextrose,0.9%+5%,Beacon Pharmaceuticals Ltd.
Infusol,IV Infusion,Dextrose,5%,Beacon Pharmaceuticals Ltd.
Infudex,IV Infusion,Dextrose,10%,Square Pharmaceuticals Ltd.
Infudex,IV Infusion,Dextrose,5%,Square Pharmaceuticals Ltd.
Infud,Cream,Terbinafine Hydrochloride,1%,General Pharmaceuticals Ltd.
Insul N,SC Injection,Insulin Human [Long-Acting],40 IU/ml,Popular Pharmaceuticals Ltd.
Insul N,SC Injection,Insulin Human [Long-Acting],100 IU/ml,Popular Pharmaceuticals Ltd.
Insul Glargine,SC Injection,Insulin Glargine [rDNA],100 IU/ml,Popular Pharmaceuticals Ltd.
Insul,SC Injection,Insulin Human [rDNA] + Isophane Insulin Human,30%+70% in 40 IU/ml,Popular Pharmaceuticals Ltd.
Insul,SC Injection,Insulin Human [rDNA] + Isophane Insulin Human,30%+70% in 100 IU/ml,Popular Pharmaceuticals Ltd.
Insul,SC Injection,Insulin Human [rDNA] + Isophane Insulin Human,30%+70% in 100 IU/ml,Popular Pharmaceuticals Ltd.
Insul,SC Injection,Insulin Human [rDNA] + Isophane Insulin Human,50%+50% in 100 IU/ml,Popular Pharmaceuticals Ltd.
Instasia,Topical Gel,Benzocaine + Butamben + Tetracaine Hydrochloride,14%+2%+2%,Ziska Pharmaceuticals Ltd.
Instacool Plus,Cream,Methyl Salicylate + Menthol + Camphor,30%+10%+4%,Medicon Pharmaceuticals Ltd.
Instacool,Cream,Methyl Salicylate + Menthol,30%+8%,Medicon Pharmaceuticals Ltd.
Insta,Oral Powder,Dextrose,100%,Rephco Pharmaceuticals Ltd.
Inspra,Tablet,Flupentixol + Melitracen,0.5 mg+10 mg,Medicon Pharmaceuticals Ltd.
Insimet XR,Tablet (Extended Release),Metformin Hydrochloride,500 mg,Ibn Sina Pharmaceuticals Ltd.
Insimet,Tablet,Metformin Hydrochloride,500 mg,Ibn Sina Pharmaceuticals Ltd.
Insimet,Tablet,Metformin Hydrochloride,850 mg,Ibn Sina Pharmaceuticals Ltd.
Inseac,Tablet,Ranitidine Hydrochloride,150 mg,Ibn Sina Pharmaceuticals Ltd.
Insul R,SC Injection,Insulin Human [Fast-Acting],100 IU/ml,Popular Pharmaceuticals Ltd.
Insaid,Capsule,Indomethacin (Oral),25 mg,ACI Limited
Inran,Tablet,Ranitidine Hydrochloride,150 mg,Monicopharma Ltd.
Inpro,Capsule (Delayed Release),Omeprazole,20 mg,Biopharma Laboratories Ltd.
Inpro,Capsule (Delayed Release),Omeprazole,40 mg,Biopharma Laboratories Ltd.
Inpro,IV Injection,Omeprazole,40 mg/vial,Biopharma Laboratories Ltd.
Inpoza,Capsule,Olaparib,50 mg,Genvio Pharma Ltd.
Inpoza,Tablet,Olaparib,150 mg,Genvio Pharma Ltd.
Inpen,IV Injection or Infusion,Meropenem Trihydrate,1 gm/vial,Navana Pharmaceuticals Ltd.
Inpen,IV Injection or Infusion,Meropenem Trihydrate,500 mg/vial,Navana Pharmaceuticals Ltd.
Inoxon,IV Injection,Ceftriaxone Sodium,1 gm/vial,Rephco Pharmaceuticals Ltd.
Inoxon,IV Injection,Ceftriaxone Sodium,500 mg/vial,Rephco Pharmaceuticals Ltd.
Integril,IV Injection,Eptifibatide,2 mg/ml,Incepta Pharmaceuticals Ltd.
Intasone,Cream,Hydrocortisone Acetate,1%,Incepta Pharmaceuticals Ltd.
Intasone,IM/IV Injection,Hydrocortisone,100 mg/2 ml,Incepta Pharmaceuticals Ltd.
Intasone,Tablet,Hydrocortisone,10 mg,Incepta Pharmaceuticals Ltd.
Intasone,Tablet,Hydrocortisone,20 mg,Incepta Pharmaceuticals Ltd.
Intas,Tablet,Aceclofenac,100 mg,Virgo Pharmaceuticals Ltd.
Intamycin,IM/IV Injection,Gentamicin Sulfate (Injection),80 mg/2 ml,Incepta Pharmaceuticals Ltd.
Intamycin,IM/IV Injection,Gentamicin Sulfate (Injection),20 mg/2 ml,Incepta Pharmaceuticals Ltd.
Intaflam,Tablet,Ibuprofen,400 mg,Incepta Pharmaceuticals Ltd.
Intafenac Plus,IM Injection,Diclofenac Sodium + Lidocaine Hydrochloride,(75 mg+20 mg)/2 ml,Incepta Pharmaceuticals Ltd.
Intafenac K,Tablet (Immediate Release),Diclofenac Potassium,50 mg,Incepta Pharmaceuticals Ltd.
Intafenac,Tablet,Diclofenac Sodium,50 mg,Incepta Pharmaceuticals Ltd.
Intafenac,Ophthalmic Solution,Diclofenac Sodium (Ophthalmic),0.10%,Incepta Pharmaceuticals Ltd.
Insuman Comb,SC Injection,Insulin Human [rDNA] + Isophane Insulin Human,25%+75% in 100 IU/ml,Synovia pharma plc
Insuman Comb,SC Injection,Insulin Human [rDNA] + Isophane Insulin Human,25%+75% in 100 IU/ml,Synovia pharma plc
Insulet R,SC Injection,Insulin Human [Fast-Acting],100 IU/ml,Aristopharma Ltd.
Intez,Tablet,Letrozole,2.5 mg,Genvio Pharma Ltd.
Inteum,Tablet,Tiemonium Methylsulphate,50 mg,Team Pharmaceuticals Ltd.
Interon,SC Injection,Interferon Alfa-2a [Recombinant],4.5 MIU/0.5 ml,Beacon Pharmaceuticals Ltd.
Integril,IV Injection,Eptifibatide,0.75 mg/ml,Incepta Pharmaceuticals Ltd.
Insulet N,SC Injection,Insulin Human [Long-Acting],100 IU/ml,Aristopharma Ltd.
Insulet GN,SC Injection,Insulin Glargine [rDNA],100 IU/ml,Aristopharma Ltd.
Insulet ASP,SC Injection,Protamine Crystallised Insulin Aspart,100 IU/ml,Aristopharma Ltd.
Insulet,SC Injection,Insulin Human [rDNA] + Isophane Insulin Human,50%+50% in 100 IU/ml,Aristopharma Ltd.
Insulet,SC Injection,Insulin Human [rDNA] + Isophane Insulin Human,30%+70% in 100 IU/ml,Aristopharma Ltd.
Insulatard Penfill,SC Injection,Insulin Human [Long-Acting],100 IU/ml,Novo Nordisk Pharma (Pvt.) Ltd
Insulatard HM,SC Injection,Insulin Human [Long-Acting],100 IU/ml,Eskayef Pharmaceuticals Ltd.
Insulatard HM,SC Injection,Insulin Human [Long-Acting],40 IU/ml,Eskayef Pharmaceuticals Ltd.
Insulatard Flexpen,SC Injection,Insulin Human [Long-Acting],100 IU/ml,Novo Nordisk Pharma (Pvt.) Ltd
Ipec-Super,Capsule,Iron Polymaltose Complex + Folic Acid + Zinc + Vitamin B-Complex,,Aristopharma Ltd.
Ipec-Plus,Tablet,Iron Polymaltose Complex + Folic Acid + Zinc Sulfate,47 mg+0.5 mg+22.5 mg,Aristopharma Ltd.
Ipadox,Capsule,Doxycycline Hydrochloride,100 mg,Incepta Pharmaceuticals Ltd.
IPAclean Hand Sanitizer,Hand Rub,Isopropyl Alcohol + Hydrogen Peroxide + Glycerol,75%+0.125%+1.45%,UniMed UniHealth
IPAclean Hand Rub,Hand Rub,Isopropyl Alcohol + Hydrogen Peroxide + Glycerol,75%+0.125%+1.45%,UniMed UniHealth
Invokana,Tablet,Canagliflozin Hemihydrate,100 mg,Fresenius Kabi
Invega Sustenna,IM Injection,Paliperidone Palmitate,150 mg/prefilled syringe,Janssen-Cilag
Invega Sustenna,IM Injection,Paliperidone Palmitate,100 mg/prefilled syringe,Janssen-Cilag
Invega Sustenna,IM Injection,Paliperidone Palmitate,75 mg/prefilled syringe,Janssen-Cilag
Intrax,IM/IV Injection,Tranexamic Acid,500 mg/5 ml,Incepta Pharmaceuticals Ltd.
Intrax,Capsule,Tranexamic Acid,500 mg,Incepta Pharmaceuticals Ltd.
Intravas,SC Injection,Enoxaparin Sodium,4000 Anti-Xa IU/0.4 ml,Aristopharma Ltd.
Intravas,SC Injection,Enoxaparin Sodium,6000 Anti-Xa IU/0.6 ml,Aristopharma Ltd.
Intravas,SC Injection,Enoxaparin Sodium,8000 Anti-Xa IU/0.8 ml,Aristopharma Ltd.
Intrapen,IV Injection or Infusion,Meropenem Trihydrate,1 gm/vial,General Pharmaceuticals Ltd.
Intrapen,IV Injection or Infusion,Meropenem Trihydrate,500 mg/vial,General Pharmaceuticals Ltd.
Intramol,Ophthalmic Solution,Timolol Maleate,0.50%,Beximco Pharmaceuticals Ltd.
Intralipid,IV Infusion,Intravenous Fat Emulsion,10%,Orion Infusion Ltd.
Intracef DS,Powder for Suspension,Cephradine,250 mg/5 ml,Beximco Pharmaceuticals Ltd.
Intracef,Capsule,Cephradine,250 mg,Beximco Pharmaceuticals Ltd.
Intracef,Pediatric Drops,Cephradine,125 mg/1.25 ml,Beximco Pharmaceuticals Ltd.
Intracef,Capsule,Cephradine,500 mg,Beximco Pharmaceuticals Ltd.
Intracef,Powder for Suspension,Cephradine,125 mg/5 ml,Beximco Pharmaceuticals Ltd.
IntraCal,Tablet,Calcium Orotate,400 mg,Incepta Pharmaceuticals Ltd.
IntraCal,Tablet,Calcium Orotate,740 mg,Incepta Pharmaceuticals Ltd.
Intobac,Ophthalmic Solution,Tobramycin (Ophthalmic),0.30%,Incepta Pharmaceuticals Ltd.
Intobac,Nebuliser Solution,Tobramycin (Nebuliser Solution),300 mg/5 ml,Incepta Pharmaceuticals Ltd.
Intimate,Tablet,Tadalafil,20 mg,Square Pharmaceuticals Ltd.
Intimate,Tablet,Tadalafil,5 mg,Square Pharmaceuticals Ltd.
Intimate,Tablet,Tadalafil,10 mg,Square Pharmaceuticals Ltd.
Iracet XR,Tablet (Extended Release),Levetiracetam,500 mg,Square Pharmaceuticals Ltd.
Irigate,Irrigation Solution,Glycine,1.50%,ACME Laboratories Ltd.
Iriban SR,Capsule (Sustained Release),Mebeverine Hydrochloride,200 mg,Incepta Pharmaceuticals Ltd.
Iriban,Tablet,Mebeverine Hydrochloride,135 mg,Incepta Pharmaceuticals Ltd.
Iretavir,Tablet,Entecavir,0.5 mg,Genvio Pharma Ltd.
Iretavir,Tablet,Entecavir,1 mg,Genvio Pharma Ltd.
Irbes,Tablet,Irbesartan,150 mg,Eskayef Pharmaceuticals Ltd.
Irbes,Tablet,Irbesartan,75 mg,Eskayef Pharmaceuticals Ltd.
Iragon,Tablet (Extended Release),Mirabegron,25 mg,Drug International Ltd.
Iracet,Tablet,Levetiracetam,500 mg,Square Pharmaceuticals Ltd.
Iracet,IV Infusion,Levetiracetam,500 mg/5 ml,Square Pharmaceuticals Ltd.
Iracet,Oral Solution,Levetiracetam,500 mg/5 ml,Square Pharmaceuticals Ltd.
Iracet,Tablet,Levetiracetam,250 mg,Square Pharmaceuticals Ltd.
IQ-Vit,Syrup,Multivitamin & Cod Liver Oil,,Reliance Pharmaceuticals Ltd.
Ipsavent,Nebuliser Solution,Salbutamol + Ipratropium (Solution for inhalation),(2.5 mg+500 mcg)/3 ml,UniMed UniHealth
Iprex,Inhaler,Ipratropium Bromide (Inhaler),20 mcg/puff,Square Pharmaceuticals Ltd.
Iprex,Nebuliser Solution,Ipratropium Bromide (Nebuliser Solution),250 mcg/ml,Square Pharmaceuticals Ltd.
Ipratop,Nebuliser Solution,Ipratropium Bromide (Nebuliser Solution),250 mcg/ml,Incepta Pharmaceuticals Ltd.
Iprasol,Inhaler,Salbutamol + Ipratropium (Inhaler),(100 mcg+20 mcg)/puff,Beximco Pharmaceuticals Ltd.
Iprasol,Nebuliser Solution,Salbutamol + Ipratropium (Solution for inhalation),(2.5 mg+500 mcg)/ml,Beximco Pharmaceuticals Ltd.
Iprasol,Nebuliser Solution,Salbutamol + Ipratropium (Solution for inhalation),(2.5 mg+500 mcg)/3 ml,Beximco Pharmaceuticals Ltd.
Ipramid,Nebuliser Solution,Ipratropium Bromide (Nebuliser Solution),250 mcg/ml,Beximco Pharmaceuticals Ltd.
Ipramid,Inhaler,Ipratropium Bromide (Inhaler),20 mcg/puff,Beximco Pharmaceuticals Ltd.
Ipralin,Inhaler,Salbutamol + Ipratropium (Inhaler),(100 mcg+20 mcg)/puff,Aristopharma Ltd.
Ipin Plus,Tablet,Amlodipine Besilate + Atenolol,5 mg+50 mg,Chemist Laboratories  Ltd.
Ipin,Tablet,Amlodipine Besilate,5 mg,Chemist Laboratories  Ltd.
Ipical-M,Tablet,Calcium Carbonate + Vitamin D3 + Multimineral,,Ibn Sina Pharmaceuticals Ltd.
